,Unnamed: 0,date_x,open,high,low,close,stkcd,year_x,month_x,week,weekly,yearmonth,date_y,中国:开工率:纯碱,中国:产量:纯碱,中国:产量:碳酸钠(纯碱):累计值,中国:产量:碳酸钠(纯碱):累计同比,中国:产量:碳酸钠(纯碱):当月值,中国:产量:碳酸钠(纯碱):当月同比,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:工厂总库存:纯碱,中国:进口数量:碳酸钠(纯碱)(28362000):当月同比,中国:进口数量:碳酸钠(纯碱)(28362000):累计同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月环比,中国:开工率:纯碱.1,中国:产量:氧化铝:累计同比,中国:产量:氧化铝:当月同比,指标名称,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_y,month_y,re,re1,re2,re3,re4,re5,pred,pos,reMonth,asset,asset0
0,0,2009-04-24,2051.213,2071.754,2012.855,2043.757,ER8888.XZCE,2009,4,17,-503,-116,,,,,,,,,,,,,,,,,,2009-03,28.6,27.3,5.3,9.8,11.4,6.8,14.4,11.3,34.0,21.5,-16.4,-18.3,10.8,3.7,-6.0,-4.6,2009,3,-0.0017281897994723128,,,,,,0.5,1,-0.0017281897994723128,-0.0017281897994723128,-0.0017281897994723128
1,1,2009-04-30,2041.89,2042.071,2022.329,2040.225,ER8888.XZCE,2009,4,18,-502,-116,,,,,,,,,,,,,,,,,,2009-03,28.6,27.3,5.3,9.8,11.4,6.8,14.4,11.3,34.0,21.5,-16.4,-18.3,10.8,3.7,-6.0,-4.6,2009,3,0.0008430442720779308,-0.0017281897994723128,,,,,0.036877267,1,0.0008430442720779308,-0.000885145527394382,-0.000885145527394382
2,2,2009-05-08,2047.181,2051.575,2033.385,2041.945,ER8888.XZCE,2009,5,19,-501,-115,,,,,,,,,,,,,,,,,,2009-04,30.5,29.0,5.8,7.5,7.1,6.4,13.6,11.8,48.5,30.3,-20.5,-21.0,17.9,7.6,-6.6,-5.1,2009,4,-0.0008785741045913564,0.0008430442720779308,-0.0017281897994723128,,,,0.015449961,1,-0.0008785741045913564,-0.0017637196319857384,-0.0017637196319857384
3,3,2009-05-15,2042.561,2044.141,2035.541,2040.151,ER8888.XZCE,2009,5,20,-500,-115,,,,,,,,,,,,,,,,,,2009-04,30.5,29.0,5.8,7.5,7.1,6.4,13.6,11.8,48.5,30.3,-20.5,-21.0,17.9,7.6,-6.6,-5.1,2009,4,-0.0009244413771333226,-0.0008785741045913564,0.0008430442720779308,-0.0017281897994723128,,,0.009564454,1,-0.0009244413771333226,-0.002688161009119061,-0.002688161009119061
4,4,2009-05-22,2037.001,2042.023,2036.013,2038.265,ER8888.XZCE,2009,5,21,-499,-115,,,,,,,,,,,,,,,,,,2009-04,30.5,29.0,5.8,7.5,7.1,6.4,13.6,11.8,48.5,30.3,-20.5,-21.0,17.9,7.6,-6.6,-5.1,2009,4,-0.004370874248441736,-0.0009244413771333226,-0.0008785741045913564,0.0008430442720779308,-0.0017281897994723128,,0.009826939,1,-0.004370874248441736,-0.007059035257560797,-0.007059035257560797
5,5,2009-05-27,2038.041,2039.983,2027.459,2029.356,ER8888.XZCE,2009,5,22,-498,-115,,,,,,,,,,,,,,,,,,2009-04,30.5,29.0,5.8,7.5,7.1,6.4,13.6,11.8,48.5,30.3,-20.5,-21.0,17.9,7.6,-6.6,-5.1,2009,4,0.0011929893030104832,-0.004370874248441736,-0.0009244413771333226,-0.0008785741045913564,0.0008430442720779308,-0.0017281897994723128,0.008124215,1,0.0011929893030104832,-0.005866045954550314,-0.005866045954550314
6,6,2009-06-05,2029.735,2035.655,2028.745,2031.777,ER8888.XZCE,2009,6,23,-497,-114,,,,,,,,,,,,,,,,,,2009-05,32.9,29.9,6.2,7.0,9.3,7.2,14.8,12.4,2.6,23.9,-21.1,-22.7,29.0,12.0,-7.2,-5.5,2009,5,0.011152798756950189,0.0011929893030104832,-0.004370874248441736,-0.0009244413771333226,-0.0008785741045913564,0.0008430442720779308,0.008800727,1,0.011152798756950189,0.0052867528023998744,0.0052867528023998744
7,7,2009-06-12,2031.483,2098.224,2028.589,2054.437,ER8888.XZCE,2009,6,24,-496,-114,,,,,,,,,,,,,,,,,,2009-05,32.9,29.9,6.2,7.0,9.3,7.2,14.8,12.4,2.6,23.9,-21.1,-22.7,29.0,12.0,-7.2,-5.5,2009,5,0.0014101186845836278,0.011152798756950189,0.0011929893030104832,-0.004370874248441736,-0.0009244413771333226,-0.0008785741045913564,0.016105184,1,0.0014101186845836278,0.006696871486983502,0.006696871486983502
8,8,2009-06-19,2049.746,2066.17,2046.824,2057.334,ER8888.XZCE,2009,6,25,-495,-114,,,,,,,,,,,,,,,,,,2009-05,32.9,29.9,6.2,7.0,9.3,7.2,14.8,12.4,2.6,23.9,-21.1,-22.7,29.0,12.0,-7.2,-5.5,2009,5,0.006383990154248176,0.0014101186845836278,0.011152798756950189,0.0011929893030104832,-0.004370874248441736,-0.0009244413771333226,0.014391358,1,0.006383990154248176,0.013080861641231678,0.013080861641231678
9,9,2009-06-26,2056.623,2071.5,2042.551,2070.468,ER8888.XZCE,2009,6,26,-494,-114,,,,,,,,,,,,,,,,,,2009-05,32.9,29.9,6.2,7.0,9.3,7.2,14.8,12.4,2.6,23.9,-21.1,-22.7,29.0,12.0,-7.2,-5.5,2009,5,-0.0006211156125088824,0.006383990154248176,0.0014101186845836278,0.011152798756950189,0.0011929893030104832,-0.004370874248441736,0.016327985,1,-0.0006211156125088824,0.012459746028722796,0.012459746028722796
